step,time,r,phi,reward,boxX,boxY,boxPhi,success
0,1.01600384712,0.110519386828,1.02245652676,5.075236054894155,0.13776874061,0.151590880588,1.32126458865,False
1,0.583441019058,0.0942451879382,0.729591488838,11.542425379895807,0.113519435614,0.0606625452158,1.49727348989,False
2,0.588928937912,0.110957235098,2.34816455841,6.878509813494803,-0.0872648622401,0.151160840831,1.94266349716,False
3,0.557620763779,0.12587928772,0.802555501461,5.150412488138432,0.124086894399,0.180433190088,0.974357325302,False
4,0.705994844437,0.100417979062,0.897414326668,5.315769963951402,-0.0111429138189,0.0201402416137,1.36399104866,False
5,0.588772058487,0.168121889234,0.462523818016,2.668729662727698,-0.00919608937891,0.173061985554,0.818360728644,False
6,0.622912883759,0.0811829417944,1.52052462101,5.9656818963433285,0.0878818745616,0.0797647084449,2.59132692056,False
7,0.582561016083,0.153713449836,2.89895582199,1.6864038781854915,0.147041110197,0.0487821753774,1.02165963692,False
8,0.678972959518,0.112986460328,1.84779906273,4.450658144763154,-0.104553628554,0.193508050058,2.5232627202,False
9,0.601026058197,0.157260581851,1.07949364185,5.836777851995691,0.00317625700823,0.186566764845,0.342615327593,False
10,0.571327924728,0.0751255005598,1.21097242832,4.7053124047911945,0.125786745317,0.108056721394,3.02798809528,False
11,0.543354988098,0.14843454957,1.12156653404,8.015508514664642,0.0385147446332,0.0769802291945,1.80846099713,False
12,0.676213979721,0.113233447075,1.57284343243,10.241742360007386,0.0451092719474,0.131331877798,1.4970662637,False
13,0.649970054626,0.166384190321,0.763301312923,6.885784389654381,0.169352406379,0.168492044628,2.82169407971,False
14,0.653423070908,0.108731761575,1.50627827644,5.426531961410255,0.0821133599418,0.0551268242624,2.54980678809,False
15,0.635374069214,0.0848932564259,2.38383340836,2.0133616824372633,0.179905949293,0.115939002149,1.41548574577,False
16,0.748147010803,0.155578911304,1.60231018066,2.70095861362119,0.117330033652,0.0164745976393,1.92511490104,False
17,0.602186918259,0.124996706843,1.93165552616,7.623514482131194,-0.102785751175,0.146297844158,0.367988235027,False
18,0.623606204987,0.146606639028,2.3183786869,2.063186707241364,0.126365238613,0.0201215040432,0.459798753557,False
19,0.59278512001,0.0945187658072,1.59447729588,2.9993570615370633,0.16400640588,0.106839593652,2.13813381897,False
20,0.705741882324,0.142484843731,1.66498470306,6.474829978533892,0.0303811792126,0.0782418818646,1.16282891736,False
21,0.566644191742,0.13396538794,1.58140707016,2.3853872629087527,0.184412512096,0.0369943882795,0.389228138371,False
22,0.590786933899,0.10685890913,2.21822428703,3.9545551111096096,-0.190886969733,0.0851237663934,0.318872343524,False
23,0.618094921112,0.123325996101,2.74375200272,9.078936514972025,-0.0598824130414,0.0360635803059,1.58222074485,False
24,0.775946140289,0.120921194553,1.89201700687,5.395322917708767,-0.120257683813,0.0717110602623,2.29838386422,False
25,0.580224990845,0.121467091143,1.69046652317,4.514074535604735,0.0690562254292,0.193309780609,0.182372418659,False
26,0.57537317276,0.14586506784,1.88490414619,8.622447331474875,-0.099725064286,0.119358278694,1.38957051885,False
27,0.583966016769,0.136830627918,1.7617328167,7.967043192364438,0.0276450958097,0.101720026013,0.978436468732,False
28,0.717288017273,0.124341070652,1.62427294254,3.9829545257945007,0.0242400875414,0.00248726376586,2.32972461616,False
29,0.600636005402,0.142370671034,1.7288274765,5.226488112152254,-0.103947836869,0.190625867966,1.10654923646,False
30,0.653416156769,0.0914926752448,1.27869439125,10.971973395303142,0.0534991408997,0.124215369124,2.24818449367,False
31,0.592046976089,0.0840360075235,1.83116984367,2.7348949644461644,-0.199390311257,0.0384619082489,1.05055389473,False
32,0.767921924591,0.109881363809,2.43016457558,2.1085863245063847,0.150169356685,0.113630284182,1.30189609142,False
33,0.582451105118,0.0601534433663,1.41010916233,6.7083795344388495,0.0648783555895,0.00935593719136,1.39911516748,False
34,0.58286190033,0.0950865522027,2.7330429554,4.507904047115318,-0.00509375957239,0.112280985123,2.37342539472,False
35,0.578877925873,0.119196563959,1.77633047104,10.761292232144626,-0.013243105859,0.161809171472,2.74894487875,False
36,0.764663934708,0.149568110704,0.652423679829,5.051369211547961,0.0532355039673,0.0166934100351,2.2793962329,False
37,0.645422935486,0.151543229818,2.18992829323,6.098562703695037,-0.0735291451115,0.0427049324129,2.25354025887,False
38,0.580811023712,0.159709140658,1.67650341988,2.5324611287993988,-0.16088626328,0.0237807789569,2.03972748908,False
39,0.604115009308,0.0708926320076,1.40312314034,2.5100682834106003,-0.159927724375,0.170787621919,1.24625779641,False
40,0.712200880051,0.0872745811939,0.565284252167,3.7661564160968233,0.116936612474,0.172271980727,0.419153032921,False
41,0.608386039734,0.131749764085,2.24222350121,2.1227768572449532,0.148745534284,0.0556819630433,0.0583529709626,False
42,0.565236091614,0.0955197364092,0.943072021008,3.0322606573672983,0.178601021668,0.187687759947,2.8583817748,False
43,0.573565006256,0.144858896732,1.57520794868,7.95809248611881,0.0621447458699,0.142471530503,2.83594757751,False
44,0.702712059021,0.0938008204103,2.27749633789,6.897291063111277,-0.116862358524,0.117425100939,0.0279510076038,False
45,0.64266705513,0.14040787518,1.53719317913,4.542001613645332,0.0873997691086,0.0676511940053,1.94947796236,False
46,0.616571903229,0.13695897162,1.94670796394,8.456547266485682,-0.0841876585457,0.0789583965977,1.72311423672,False
47,0.603973865509,0.117731526494,2.50003266335,5.374913291576301,-0.180697455085,0.0359173698083,1.64321076537,False
48,0.702702999115,0.0594316907227,2.64383077621,24.9967771506008,-0.0341113564114,0.0198800676477,2.85463189752,False
49,0.62965798378,0.14085264504,1.74004244804,8.6290168417173,-0.0625393625369,0.0958173038304,2.19784342716,False
50,0.629467010498,0.110148474574,2.51265525818,1.8242825030283751,0.157759911286,0.183937768886,1.96896820994,False
51,0.634734869003,0.12602314353,1.60017335415,2.4760813621753184,-0.173666129089,0.016933913824,2.35578473786,False
52,0.736837863922,0.149078726768,1.43573832512,8.426340880760568,0.00760149148053,0.0897088571193,1.53504124639,False
53,0.642965078354,0.0653180032969,1.30948185921,3.3004233816136623,-0.0526674174662,0.19769181162,0.819693470958,False
54,0.591252088547,0.158581733704,0.745557069778,1.676894851590055,-0.174456820422,0.17271578886,2.20541107968,False
55,0.602066040039,0.064058765769,0.96060860157,2.6167962809036283,-0.152435885378,0.0795907203205,0.651038445276,False
56,0.699331998825,0.18969938159,1.84534811974,2.958934903761899,-0.141458204077,0.0395940087116,1.18762244191,False
57,0.584136009216,0.088305644691,2.32020115852,1.9550225492342779,0.193195684218,0.0296804034172,1.2751940822,False
